0	0
0.01	0.00399
0.02	0.00798
0.03	0.01197
0.04	0.01595
0.05	0.01994
0.06	0.02392
0.07	0.0279
0.08	0.03188
0.09	0.03586
0.1	0.03983
0.11	0.0438
0.12	0.04776
0.13	0.05172
0.14	0.05567
0.15	0.05962
0.16	0.06356
0.17	0.06749
0.18	0.07142
0.19	0.07535
0.2	0.07926
0.21	0.08317
0.22	0.08706
0.23	0.09095
0.24	0.09483
0.25	0.09871
0.26	0.10257
0.27	0.10642
0.28	0.11026
0.29	0.11409
0.3	0.11791
0.31	0.12172
0.32	0.12552
0.33	0.1293
0.34	0.13307
0.35	0.13683
0.36	0.14058
0.37	0.14431
0.38	0.14803
0.39	0.15173
0.4	0.15542
0.41	0.1591
0.42	0.16276
0.43	0.1664
0.44	0.17003
0.45	0.17364
0.46	0.17724
0.47	0.18082
0.48	0.18439
0.49	0.18793
0.5	0.19146
0.51	0.19497
0.52	0.19847
0.53	0.20194
0.54	0.2054
0.55	0.20884
0.56	0.21226
0.57	0.21566
0.58	0.21904
0.59	0.2224
0.6	0.22575
0.61	0.22907
0.62	0.23237
0.63	0.23565
0.64	0.23891
0.65	0.24215
0.66	0.24537
0.67	0.24857
0.68	0.25175
0.69	0.2549
0.7	0.25804
0.71	0.26115
0.72	0.26424
0.73	0.2673
0.74	0.27035
0.75	0.27337
0.76	0.27637
0.77	0.27935
0.78	0.2823
0.79	0.28524
0.8	0.28814
0.81	0.29103
0.82	0.29389
0.83	0.29673
0.84	0.29955
0.85	0.30234
0.86	0.30511
0.87	0.30785
0.88	0.31057
0.89	0.31327
0.9	0.31594
0.91	0.31859
0.92	0.32121
0.93	0.32381
0.94	0.32639
0.95	0.32894
0.96	0.33147
0.97	0.33398
0.98	0.33646
0.99	0.33891
1	0.34134
1.01	0.34375
1.02	0.34614
1.03	0.34849
1.04	0.35083
1.05	0.35314
1.06	0.35543
1.07	0.35769
1.08	0.35993
1.09	0.36214
1.1	0.36433
1.11	0.3665
1.12	0.36864
1.13	0.37076
1.14	0.37286
1.15	0.37493
1.16	0.37698
1.17	0.379
1.18	0.381
1.19	0.38298
1.2	0.38493
1.21	0.38686
1.22	0.38877
1.23	0.39065
1.24	0.39251
1.25	0.39435
1.26	0.39617
1.27	0.39796
1.28	0.39973
1.29	0.40147
1.3	0.4032
1.31	0.4049
1.32	0.40658
1.33	0.40824
1.34	0.40988
1.35	0.41149
1.36	0.41309
1.37	0.41466
1.38	0.41621
1.39	0.41774
1.4	0.41924
1.41	0.42073
1.42	0.4222
1.43	0.42364
1.44	0.42507
1.45	0.42647
1.46	0.42785
1.47	0.42922
1.48	0.43056
1.49	0.43189
1.5	0.43319
1.51	0.43448
1.52	0.43574
1.53	0.43699
1.54	0.43822
1.55	0.43943
1.56	0.44062
1.57	0.44179
1.58	0.44295
1.59	0.44408
1.6	0.4452
1.61	0.4463
1.62	0.44738
1.63	0.44845
1.64	0.4495
1.65	0.45053
1.66	0.45154
1.67	0.45254
1.68	0.45352
1.69	0.45449
1.7	0.45543
1.71	0.45637
1.72	0.45728
1.73	0.45818
1.74	0.45907
1.75	0.45994
1.76	0.4608
1.77	0.46164
1.78	0.46246
1.79	0.46327
1.8	0.46407
1.81	0.46485
1.82	0.46562
1.83	0.46638
1.84	0.46712
1.85	0.46784
1.86	0.46856
1.87	0.46926
1.88	0.46995
1.89	0.47062
1.9	0.47128
1.91	0.47193
1.92	0.47257
1.93	0.4732
1.94	0.47381
1.95	0.47441
1.96	0.475
1.97	0.47558
1.98	0.47615
1.99	0.4767
2	0.47725
2.02	0.47831
2.04	0.47932
2.06	0.4803
2.08	0.48124
2.1	0.48214
2.12	0.483
2.14	0.48382
2.16	0.48461
2.18	0.48537
2.2	0.4861
2.22	0.48679
2.24	0.48745
2.26	0.48809
2.28	0.4887
2.3	0.48928
2.32	0.48983
2.34	0.49036
2.36	0.49086
2.38	0.49134
2.4	0.4918
2.42	0.49224
2.44	0.49266
2.46	0.49305
2.48	0.49343
2.5	0.49379
2.52	0.49413
2.54	0.49446
2.56	0.49477
2.58	0.49506
2.6	0.49534
2.62	0.4956
2.64	0.49585
2.66	0.49609
2.68	0.49632
2.7	0.49653
2.72	0.49674
2.74	0.49693
2.76	0.49711
2.78	0.49728
2.8	0.49744
2.82	0.4976
2.84	0.49774
2.86	0.49788
2.88	0.49801
2.9	0.49813
2.92	0.49825
2.94	0.49836
2.96	0.49846
2.98	0.49856
3	0.49865
3.05	0.49886
3.1	0.49903
3.15	0.49918
3.2	0.49931
3.25	0.49942
3.3	0.49952
3.35	0.4996
3.4	0.49966
3.45	0.49972
3.5	0.49977
3.55	0.49981
3.6	0.49984
3.65	0.49987
3.7	0.49989
3.75	0.49991
3.8	0.49993
3.85	0.49994
3.9	0.49995
3.95	0.49996
4	0.49997
4.05	0.49997
4.1	0.49998
4.15	0.49998
4.2	0.49999
4.25	0.49999
4.3	0.49999
4.35	0.49999
4.4	0.49999
4.45	0.5
4.5	0.5
4.55	0.5
4.6	0.5
4.65	0.5
4.7	0.5
4.75	0.5
4.8	0.5
4.85	0.5
4.9	0.5
4.95	0.5
5	0.5
